source,country,review_id,author,rating,title,body,version,updated
app_store,au,14196464771,Jelly_Quack,4,Slow,"Everything has slowed down quite a lot since the update. When you first go into the app it takes a while for everything to load and then for the song bar down the bottom to show up. Playlists take their time, too.
Other than that, it’s good.",9.1.56,2026-06-18T00:55:04-07:00
app_store,au,14196359721,Luisa Bresolin - Floripa,5,Great experience,Love the radios based on our likes,9.1.56,2026-06-18T00:07:02-07:00
app_store,au,14196334342,H_FORTNITE685,5,HAVANA LOVES IT,Really love how the songs are vibing with and clear keep it up Spotify ✌️😀,9.1.56,2026-06-17T23:55:40-07:00
app_store,au,14196267412,Coco Fantastico,5,It’s the,Best. Because it is easy to get to the point in the song and to change it and you can also choose a song essay.,9.1.56,2026-06-17T23:23:54-07:00
app_store,au,14196116011,doggi132,4,Ads are annoying,Ads are annoying,9.1.56,2026-06-17T22:12:30-07:00
app_store,au,14196105186,H ncnn,5,Spotify,Spotify is excellent for anything weather it is hanging out with your friends or just having time by yourself,9.1.56,2026-06-17T22:07:32-07:00
app_store,au,14195756219,The real Jelly Bean,5,Overheating,"iPhone 17 pro max 
Overheating listening Spotify, also loosing battery very fast.",9.1.56,2026-06-17T19:34:46-07:00
app_store,au,14195737009,DikanoMX,5,Best Music App!,Love Spotify! Been using it for years and couldn’t recommend it enough. It does everything you need it to do for you.,9.1.56,2026-06-17T19:27:07-07:00
app_store,au,14195530645,ARB-079,5,Rodney King,Easy searching and great family sharing options.,9.1.56,2026-06-17T18:06:19-07:00
app_store,au,14195457347,Newagewelder,5,Optional?,"Spotify is awesome, nothing more and nothing less",9.1.56,2026-06-17T17:36:51-07:00
app_store,au,14195316705,•w• •-•,1,It’s not fiar,Evreything needs to be free😀😃😁😆🥲🤣😂🥹🥹☺️😊😇🙂🙃😛😚😌😉😗😝🤪🤨🧐🥳🥸😎🤓🙂‍↕️😒🙂‍↔️☹️☹️😕😟😔😣😫😩🥺🥺😩😩😫😖😢🤬😤😠⚖️⚖️🪎💎💷💷🧯💡⏳⏱️📲📺📷📲⏳💽🧭🎞️🔦🎞️⏱️🛹🎿🛝🥌🏉🤸🏽‍♀️🏏⛸️🏌️‍♀️🤽🏾‍♀️🏇🚵‍♂️🤽🏾‍♀️🚵‍♂️🥈🧗‍♀️🤽🏾‍♀️🤽🚵‍♂️🎗️🤹‍♂️🤹‍♀️🎖️🚵🫟🚴‍♂️🩰🎟️,9.1.56,2026-06-17T16:40:21-07:00
app_store,au,14195315813,Louirev,5,Good job,I love your work in Spotify I like Micheal jacksom and I just farted,9.1.56,2026-06-17T16:39:58-07:00
app_store,au,14195202951,RafaW07,1,Adds??,"Too many adds, what a joke!",9.1.56,2026-06-17T15:54:41-07:00
app_store,au,14195176232,Alexia kouba,3,Review,Way to many adds at one and to many in general like tone it down a bit,9.1.56,2026-06-17T15:44:08-07:00
app_store,au,14195168162,GGAT1968,5,Fantastic,Great App,9.1.56,2026-06-17T15:40:53-07:00
app_store,au,14195082201,Ogusustes gluon,5,My review,Amazing songs,9.1.56,2026-06-17T15:07:20-07:00
app_store,au,14195047318,Lukavbmx,5,It the best app,Go and get It,9.1.56,2026-06-17T14:54:09-07:00
app_store,au,14195016317,Linja1L8,5,Spotify is great!,"The quality is good
I can find al of my favourite songs
Thanks Spotify for being the top music app!",9.1.56,2026-06-17T14:42:23-07:00
app_store,au,14194938328,Aster slinky,5,Great,Awesome songs I love listening to keep it up,9.1.56,2026-06-17T14:13:43-07:00
app_store,au,14194696279,Sexy.          Yvfugu,5,Whiskey and beer and wine and cheese and some ice cream and some ice tea and I are going too.,"Kinda looks like a good idea to have sexy girls on the front yard with rifles. I think they would look really cute with those rifles, though I’m not sure how I could do that with a knife and a hammer and a sword and a pencil sharpener on my facebook account so I’m guessing that might work out better for me as I don’t know if they are just the ones that are in my phone and not my cell number but they might work for you guys if I don’t have any of them I can try and get one from my friend to see what I have on my Facebook account but I’m sure they will work for me if you want me too, sexy baby. Love you baby I miss my sweet girl I love your daughter so very sweet and sweet girl and a good day to me too much stress me too I hope you’re having fun with your day off to get to know you too I miss seeing each other’s and I’m thinking about going to your house here he be he birthday is on Saturday so I’m sure he would like that and then I would love to see you guys if you guys are going to be together and I would love that would be great if you guys would like me to come over and have a marriage un sure if you’re coming or if you’re not I can just go over to the shop to see if I want and then come home to see your house or if I could just go home to see if I could get some of your stuff or if I could go",9.1.56,2026-06-17T12:48:58-07:00
app_store,au,14193221438,Rbg yew,5,Rbg,5⭐️,9.1.56,2026-06-17T05:22:26-07:00
app_store,au,14193204246,Limitation of Songs,5,Limited Songs,"The app is very easy, however not all the songs of a band or singer appear on their dedicated list.",9.1.56,2026-06-17T05:16:58-07:00
app_store,au,14193191538,Nengiri,5,Spotify,Very good,9.1.56,2026-06-17T05:12:56-07:00
app_store,au,14193063416,Speedsasscrack,5,Goodies!,"I find it a very good app, the way they know the song ur talking about by even just a sentence from the song just amazes me. U can hafe billions of songs into your playlist, you can give your playlists to other people and make your own. Not a lot, just wow.",9.1.56,2026-06-17T04:30:06-07:00
app_store,au,14193053951,BRINGBACKHEESEUNG1009,3,Used to love this app but what happened with the “update”?,"This used to be my go to music streaming app, but the new “update” has been making me frustrated. I can’t even play my playlist, and it adds some unrelated songs i don’t even listen to (IT’S STUCK ON SHUFFLE!). And wdym you can’t even order, delete, control shuffle or not, and you have to pay for it now. Please fix this.",9.1.56,2026-06-17T04:26:48-07:00
app_store,au,14192997506,Gio Roj,4,Lullabies songs,"I Love the playlist Lullabies for my toddler in sleeping time. beautiful songs, perfects.",9.1.56,2026-06-17T04:06:53-07:00
app_store,au,14192986270,$lick tha $loth,5,.,"Spotify genuinely saved my life, it’s been there for me when nobody was there, when nobody wanted to help me.",9.1.56,2026-06-17T04:02:55-07:00
app_store,au,14192827533,Mushroomsallie,3,Stop changing everything,Every update makes the app worse,9.1.56,2026-06-17T03:00:40-07:00
app_store,au,14192820925,Galactus Prime,5,Works,Does what it says on the tin,9.1.56,2026-06-17T02:57:54-07:00
